"Trait","Gene","Chromosome","p.sig","Context"
"Blood Pressure","PRKCE",2,4.00498491155008,"intron"
"Blood Pressure","CRIPT",2,6,"intergenic"
"Blood Pressure","CRIPT",2,6.09691001300806,"intergenic"
"Blood Pressure","TTC7A",2,5.85623963467444,"missense"
"Blood Pressure","KCNK12",2,4.17491685059282,"intergenic"
"Blood Pressure","NRXN1",2,4.72885568205092,"intron"
"Blood Pressure","NRXN1",2,4.09691001300806,"intron"
"Blood Pressure","MIR4431",2,6.68188573131359,"intergenic"
"Blood Pressure","MIR4431",2,7.14291679281173,"intergenic"
"Blood Pressure","MIR4431",2,6.63829126385106,"intergenic"
"Blood Pressure","MIR4431",2,7.06744414261691,"intergenic"
"Blood Pressure","CCDC88A",2,4.1929981554213,"intron"
"Blood Pressure","CFAP36",2,4.14405705376768,"intron"
"Blood Pressure","PPP4R3B",2,4.89380910273658,"intron"
"Blood Pressure","PPP4R3B",2,5.92263209471584,"intron"
"Blood Pressure","PPP4R3B",2,5.911155437273,"intron"
"Blood Pressure","PPP4R3B",2,6.09604229147683,"intergenic"
"Blood Pressure","PPP4R3B",2,5.30102999566398,"intergenic"
"Blood Pressure","PNPT1",2,5.02788977159717,"UTR-3"
"Blood Pressure","PNPT1",2,5.23500240071512,"intron"
"Blood Pressure","PNPT1",2,4.85387196432176,"intron"
"Blood Pressure","PNPT1",2,4.57235162881307,"intron"
"Blood Pressure","MIR217",2,4.02951365115235,"intergenic"
"Blood Pressure","RNA5SP93",2,4.07155293679082,"intergenic"
"Blood Pressure","LINC01122",2,4.24710684511541,"intergenic"
"Blood Pressure","RNA5SP94",2,4.70136521687556,"intergenic"
"Blood Pressure","RNA5SP94",2,4.27270279719641,"intergenic"
"Blood Pressure","RNA5SP94",2,4.11662251025166,"intergenic"
"Blood Pressure","RSL24D1P2",2,4.1562057747504,"intergenic"
"Blood Pressure","RSL24D1P2",2,4.13797009214,"intergenic"
"Blood Pressure","EHBP1",2,4.24894973092266,"missense"
"Blood Pressure","WDPCP",2,4.49982256523552,"intron"
"Blood Pressure","MDH1",2,8.46109897222788,"intron"
"Blood Pressure","UGP2",2,5.22184874961636,"intron"
"Blood Pressure","RPS15AP15",2,6.69897000433602,"intergenic"
"Blood Pressure","MIR4778",2,4.11339648571329,"intergenic"
"Blood Pressure","LOC101060019",2,4.34831158666661,"intron"
"Blood Pressure","LOC101060019",2,4.1873014168649,"intron"
"Blood Pressure","LOC101927661",2,4.24473510858775,"intron"
"Blood Pressure","LOC102800447",2,4.24473510858775,"intron"
"Blood Pressure","LOC101927661",2,4.10684878687013,"intron"
"Blood Pressure","LOC102800447",2,4.10684878687013,"intron"
"Blood Pressure","LOC101927661",2,4.05744631966579,"intron"
"Blood Pressure","LOC102800447",2,4.05744631966579,"intron"
"Blood Pressure","ETAA1",2,5.15490195998574,"intergenic"
"Blood Pressure","ZNF638",2,4.65135243273777,"missense"
"Blood Pressure","TET3",2,4.79630170479571,"missense"
"Blood Pressure","SUCLA2P2",2,4.04983619454499,"intergenic"
"Blood Pressure","SUCLA2P2",2,4.12635238189388,"intergenic"
"Blood Pressure","SUCLA2P2",2,4.72955409198204,"intergenic"
"Blood Pressure","SUCLA2P2",2,4.42770939384858,"intergenic"
"Blood Pressure","REG3A",2,4.03895878304669,"intergenic"
"Blood Pressure","CTNNA2",2,5.27378137430106,"intron"
"Blood Pressure","LRRTM1",2,4.03815194098168,"intergenic"
"Blood Pressure","LRRTM1",2,4.21211464905908,"intergenic"
"Blood Pressure","LRRTM1",2,4.32422165832592,"intergenic"
"Blood Pressure","LRRTM1",2,4.05739675115784,"intergenic"
"Blood Pressure","LRRTM1",2,4.19983300979864,"intergenic"
"Blood Pressure","LRRTM1",2,4.01019434906317,"intergenic"
"Blood Pressure","UNC50",2,7.03358880658921,"missense"
"Blood Pressure","AFF3",2,4.16209605540706,"intron"
"Blood Pressure","AFF3",2,4.21781413350798,"intron"
"Blood Pressure","AFF3",2,4.39804859586648,"intron"
"Blood Pressure","AFF3",2,4.05295859474478,"intergenic"
"Blood Pressure","AFF3",2,4.9115095298176,"intergenic"
"Blood Pressure","LINC01104",2,4.74496883665445,"intron"
"Blood Pressure","LINC01104",2,4.44129142946683,"intron"
"Blood Pressure","LINC01104",2,4.31975516295739,"intron"
"Blood Pressure","LINC01104",2,4.53491471244257,"intron"
"Blood Pressure","LINC01104",2,4.62324060459512,"intron"
"Blood Pressure","LINC01104",2,4.35037311315947,"intron"
"Blood Pressure","CHST10",2,4.18156035146899,"intergenic"
"Blood Pressure","NMS",2,4.18502485138521,"intergenic"
"Blood Pressure","NMS",2,4.1848371944289,"intergenic"
"Blood Pressure","RFX8",2,5.6324785727481,"intron"
"Blood Pressure","RFX8",2,4.95515266066102,"intron"
"Blood Pressure","IL1RL2",2,4.33875489838577,"intergenic"
"Blood Pressure","IL1RL1",2,4.35575841415627,"intron"
"Blood Pressure","IL1RL1",2,4.1821042428382,"intron"
"Blood Pressure","TMEM182",2,4.29524909570933,"intergenic"
"Blood Pressure","TMEM182",2,7.30102999566398,"intergenic"
"Blood Pressure","TMEM182",2,4.6245691656827,"intergenic"
"Blood Pressure","TMEM182",2,5.84024764926738,"intergenic"
"Blood Pressure","TMEM182",2,6.75611333181041,"intergenic"
"Blood Pressure","TMEM182",2,6.42750487640438,"intergenic"
"Blood Pressure","TMEM182",2,5.21681548024025,"intergenic"
"Blood Pressure","TMEM182",2,6.41253790098771,"intergenic"
"Blood Pressure","TMEM182",2,8.37655329984673,"intergenic"
"Blood Pressure","TMEM182",2,5.32330858370136,"intergenic"
"Blood Pressure","TMEM182",2,8.25442011654169,"intergenic"
"Blood Pressure","TMEM182",2,5.20862963102375,"intergenic"
"Blood Pressure","FHL2",2,4.75228817416888,"intron"
"Blood Pressure","FHL2",2,4.10585015323208,"intergenic"
"Blood Pressure","NCK2",2,4.08570974433405,"intergenic"
"Blood Pressure","NCK2",2,6,"intergenic"
"Blood Pressure","SULT1C3",2,6.22184874961636,"intergenic"
"Blood Pressure","ACTR3",2,5.31247103878537,"intergenic"
"Blood Pressure","LINC01191",2,5.69897000433602,"intergenic"
"Blood Pressure","DPP10",2,4.17619984625012,"intron"
"Blood Pressure","DPP10",2,6.57924551117399,"intron"
"Blood Pressure","DPP10",2,6.31223625901899,"intron"
"Blood Pressure","DPP10",2,5.22087803363386,"intron"
"Blood Pressure","RPSAP23",2,4.29972906264356,"intergenic"
"Blood Pressure","MTND2P21",2,4.61367942610595,"intergenic"
"Blood Pressure","MTND2P21",2,4.01161943477799,"intergenic"
"Blood Pressure","MTND2P21",2,5.47586362340743,"intergenic"
"Blood Pressure","MTND2P21",2,5.30644891440409,"intergenic"
"Blood Pressure","MTND2P21",2,5.16934718620258,"intergenic"
"Blood Pressure","MTND2P21",2,5.77262755771036,"intergenic"
"Blood Pressure","MTND2P21",2,5.49839307758117,"intergenic"
"Blood Pressure","MTND2P21",2,6.0993598160174,"intergenic"
"Blood Pressure","MTND2P21",2,5.36031433875732,"intergenic"
"Blood Pressure","MTND2P21",2,5.20141840527145,"intergenic"
"Blood Pressure","MTND2P21",2,5.36031433875732,"intergenic"
"Blood Pressure","MTND2P21",2,5.20141840527145,"intergenic"
"Blood Pressure","GLI2",2,4.28307892683324,"intergenic"
"Blood Pressure","TSN",2,4.60654720606107,"intergenic"
"Blood Pressure","TSN",2,4.60308873216065,"intergenic"
"Blood Pressure","TSN",2,4.59476100563545,"intergenic"
"Blood Pressure","CNTNAP5",2,5.52287874528034,"intron"
"Blood Pressure","CNTNAP5",2,5.41156685805851,"intron"
"Blood Pressure","ISCA1P6",2,4.82895447456824,"intergenic"
"Blood Pressure","ISCA1P6",2,4.65353087708972,"intergenic"
"Blood Pressure","ISCA1P6",2,5.36623113676076,"intergenic"
"Blood Pressure","ISCA1P6",2,4.68885684721441,"intergenic"
"Blood Pressure","ISCA1P6",2,4.56649882390077,"intergenic"
"Blood Pressure","ISCA1P6",2,4.32201320576428,"intergenic"
"Blood Pressure","GPR148",2,4.31256022545411,"missense"
"Blood Pressure","POTEKP",2,4.13797009214,"intron"
"Blood Pressure","NCKAP5",2,4.68443840248937,"intron"
"Blood Pressure","YWHAEP5",2,4.02149993068854,"intergenic"
"Blood Pressure","LRP1B",2,6.52287874528034,"intron"
"Blood Pressure","LRP1B",2,5.0590355065072,"intron"
"Blood Pressure","LRP1B",2,4.19124902765041,"intron"
"Blood Pressure","ARHGAP15",2,4.21353252325972,"intron"
"Blood Pressure","ARHGAP15",2,5.29477901451398,"intron"
"Blood Pressure","RPL6P5",2,6.09691001300806,"intergenic"
"Blood Pressure","RNU7-2P",2,4.38944629468291,"intergenic"
"Blood Pressure","RNU7-2P",2,4.17392519729917,"intergenic"
"Blood Pressure","LYPD6B",2,4.16163660239136,"intron"
"Blood Pressure","LYPD6B",2,4.14333249504732,"intron"
"Blood Pressure","LYPD6B",2,4.12949711378335,"intron"
"Blood Pressure","LYPD6B",2,4.19740840196682,"intron"
"Blood Pressure","LYPD6B",2,4.4221560933472,"intron"
"Blood Pressure","RND3",2,6.2338675009425,"intergenic"
"Blood Pressure","FMNL2",2,4.99965170426812,"intron"
"Blood Pressure","FMNL2",2,5.10059468323727,"intron"
"Blood Pressure","GALNT13",2,4.42527765294635,"intron"
"Blood Pressure","LOC100144595",2,4.42527765294635,"intron"
"Blood Pressure","WDSUB1",2,4.9562564569898,"missense"
"Blood Pressure","RNA5SP109",2,4.38738951434169,"intergenic"
"Blood Pressure","FIGN",2,10.397940008672,"intergenic"
"Blood Pressure","FIGN",2,7.52287874528034,"intergenic"
"Blood Pressure","FIGN",2,7.69897000433602,"intergenic"
"Blood Pressure","PRPS1P1",2,5.69897000433602,"intergenic"
"Blood Pressure","SCN1A",2,5.61948599505331,"intron"
"Blood Pressure","SCN1A",2,4.30458356889816,"intron"
"Blood Pressure","LOC101929680",2,4.30458356889816,"intron"
"Blood Pressure","SCN1A",2,4.38812907819502,"intron"
"Blood Pressure","LOC101929680",2,4.38812907819502,"intron"
"Blood Pressure","SCN1A",2,4.00506996553561,"intron"
"Blood Pressure","LOC101929680",2,4.00506996553561,"intron"
"Blood Pressure","SCN1A",2,4.01537750333746,"intron"
"Blood Pressure","LOC101929680",2,4.01537750333746,"intron"
"Blood Pressure","STK39",2,4.28996730093425,"intron"
"Blood Pressure","STK39",2,6.69897000433602,"intron"
"Blood Pressure","ABCB11",2,5.39794000867204,"missense"
"Blood Pressure","LRP2",2,7.30102999566398,"intron"
"Blood Pressure","CCDC173",2,4.32408537171637,"missense"
"Blood Pressure","METTL5",2,5.85474903848536,"missense"
"Blood Pressure","UBR3",2,5.52287874528034,"intron"
"Blood Pressure","CDCA7",2,5.22184874961636,"intergenic"
"Blood Pressure","CDCA7",2,6.30102999566398,"intergenic"
"Blood Pressure","CDCA7",2,7.39794000867204,"intergenic"
"Blood Pressure","CDCA7",2,5.15490195998574,"intergenic"
"Blood Pressure","KIAA1715",2,4.13241467345296,"intergenic"
"Blood Pressure","MTX2",2,4.22723835285597,"intergenic"
"Blood Pressure","OSBPL6",2,4.41038545936873,"intron"
"Blood Pressure","TTN",2,5.78444076465967,"missense"
"Blood Pressure","TTN-AS1",2,5.78444076465967,"intron"
"Blood Pressure","TTN",2,5.59905767473204,"missense"
"Blood Pressure","TTN-AS1",2,5.59905767473204,"intron"
"Blood Pressure","CCDC141",2,6.69897000433602,"intron"
"Blood Pressure","ZNF385B",2,4.04039312845364,"intron"
"Blood Pressure","ZNF385B",2,4.52891097275294,"intron"
"Blood Pressure","CWC22",2,4.31327437892546,"intergenic"
"Blood Pressure","CACYBPP2",2,6.40464697133832,"intergenic"
"Blood Pressure","CACYBPP2",2,5.61112832159354,"intergenic"
"Blood Pressure","CACYBPP2",2,5.22765677452498,"intergenic"
"Blood Pressure","MIR548AE1",2,4.11795863099556,"intergenic"
"Blood Pressure","RPL23AP33",2,6,"intergenic"
"Blood Pressure","FSIP2",2,4.59049775161825,"missense"
"Blood Pressure","ST13P2",2,4.22587886201067,"intergenic"
"Blood Pressure","ST13P2",2,4.17631282504916,"intergenic"
"Blood Pressure","MIR561",2,4.24246795759695,"intergenic"
"Blood Pressure","MIR561",2,4.73621506215446,"intergenic"
"Blood Pressure","MIR561",2,4.5029412339855,"intergenic"
"Blood Pressure","DIRC1",2,4.42527765294635,"intergenic"
"Blood Pressure","DIRC1",2,4.01327117576116,"intergenic"
"Blood Pressure","DIRC1",2,4.31660327388067,"intergenic"
"Blood Pressure","NAB1",2,5.07020229934766,"intron"
"Blood Pressure","NAB1",2,4.93759056190831,"intron"
"Blood Pressure","HNRNPA1P47",2,5.83301092493794,"intergenic"
"Blood Pressure","HNRNPA1P47",2,5.31547376202502,"intergenic"
"Blood Pressure","HNRNPA1P47",2,4.17789733135308,"intergenic"
"Blood Pressure","HNRNPA1P47",2,4.92118081690115,"intergenic"
"Blood Pressure","HNRNPA1P47",2,5.87712907713556,"intergenic"
"Blood Pressure","HNRNPA1P47",2,4.02654885597507,"intergenic"
"Blood Pressure","HNRNPA1P47",2,4.13383085236623,"intergenic"
"Blood Pressure","DNAH7",2,4.03993747034245,"missense"
"Blood Pressure","DNAH7",2,6.11564475343083,"missense"
"Blood Pressure","DNAH7",2,4.84544286771819,"missense"
"Blood Pressure","PGAP1",2,4.84756872896855,"missense"
"Blood Pressure","PLCL1",2,4.14890653600409,"intergenic"
"Blood Pressure","PLCL1",2,4.10525012728492,"intergenic"
"Blood Pressure","SATB2",2,4.78595132058806,"intron"
"Blood Pressure","SATB2-AS1",2,4.94966069883552,"intergenic"
"Blood Pressure","C2orf47",2,6.15490195998574,"intergenic"
"Blood Pressure","KCTD18",2,4.03371743783254,"intron"
"Blood Pressure","KIAA2012",2,4.10158069244494,"intron"
"Blood Pressure","KLF7",2,4.48372911727066,"intron"
"Blood Pressure","IKZF2",2,5.73815750093889,"intergenic"
"Blood Pressure","SPAG16",2,4.29106946419338,"intron"
"Blood Pressure","SPAG16",2,4.36161059233466,"intron"
"Blood Pressure","ABCA12",2,5.39794000867204,"intron"
"Blood Pressure","TNS1",2,4.12004441487725,"intron"
"Blood Pressure","CXCR2",2,4.51484665009635,"intron"
"Blood Pressure","CCDC108",2,4.32408537171637,"missense"
"Blood Pressure","LOC100129175",2,4.32408537171637,"ncRNA"
"Blood Pressure","RPL23AP28",2,4.33121152238631,"intergenic"
"Blood Pressure","KCNE4",2,5.9515581964496,"intergenic"
"Blood Pressure","KCNE4",2,4.40749015209932,"intergenic"
"Blood Pressure","AP1S3",2,4.0201330774351,"intron"
"Blood Pressure","AP1S3",2,4.0201330774351,"intron"
"Blood Pressure","CCL20",2,6.52287874528034,"intergenic"
"Blood Pressure","DNER",2,4.53106219433454,"intron"
"Blood Pressure","DNER",2,4.85418228550817,"intron"
"Blood Pressure","SP140L",2,4.1744828418858,"intron"
"Blood Pressure","SP140L",2,4.16168454915965,"intron"
"Blood Pressure","NMUR1",2,4.63413778459744,"intergenic"
"Blood Pressure","NMUR1",2,4.63413778459744,"intergenic"
"Blood Pressure","COPS7B",2,5.41502668695149,"missense"
"Blood Pressure","MSL3P1",2,5.76545044252961,"intergenic"
"Blood Pressure","MSL3P1",2,6.92503121410023,"intergenic"
"Blood Pressure","MSL3P1",2,7.52308963602096,"intergenic"
"Blood Pressure","MSL3P1",2,7.59925850687307,"intergenic"
"Blood Pressure","MSL3P1",2,7.52287874528034,"intergenic"
"Blood Pressure","RPS20P12",2,7.69897000433602,"intergenic"
"Blood Pressure","SH3BP4",2,4.59209945985736,"intron"
"Blood Pressure","RAMP1",2,5.09691001300806,"intergenic"
"Blood Pressure","MIR2467",2,6.22184874961636,"intergenic"
"Blood Pressure","GPR35",2,4.36281057785124,"intergenic"
"Blood Pressure","STK35",20,6.04575749056067,"intergenic"
"Blood Pressure","ZNF343",20,4.60433589735637,"intron"
"Blood Pressure","ZNF343",20,7.0572779683832,"intron"
"Blood Pressure","ZNF343",20,6.4523960317369,"intron"
"Blood Pressure","ZNF343",20,7.05511396188604,"intron"
"Blood Pressure","ZNF343",20,6.45264316876823,"intron"
"Blood Pressure","ATRN",20,4.68824613894425,"nearGene-5"
"Blood Pressure","ADAM33",20,4.05178270644003,"intron"
"Blood Pressure","RNF24",20,4.27860162447849,"intron"
"Blood Pressure","RNF24",20,5.40252421012962,"intron"
"Blood Pressure","FTLP3",20,4.33620487778059,"intergenic"
"Blood Pressure","EIF4EP1",20,4.0087739243075,"intergenic"
"Blood Pressure","EIF4EP1",20,4.48093693278751,"intergenic"
"Blood Pressure","EIF4EP1",20,4.31429680338524,"intergenic"
"Blood Pressure","C20orf196",20,4.29696669526631,"intron"
"Blood Pressure","CASC20",20,5.55729982351264,"intergenic"
"Blood Pressure","BMP2",20,4.21367456560993,"intergenic"
"Blood Pressure","PLCB1",20,4.50076225972812,"intron"
"Blood Pressure","LAMP5",20,4.46923298939441,"missense"
"Blood Pressure","LAMP5-AS1",20,4.46923298939441,"nearGene-5"
"Blood Pressure","RPL23AP6",20,4.11764625361129,"intergenic"
"Blood Pressure","MKKS",20,4.18963304631837,"intron"
"Blood Pressure","MKKS",20,4.18963304631837,"intron"
"Blood Pressure","MKKS",20,4.18963304631837,"intron"
"Blood Pressure","FAT1P1",20,7.68836330833317,"intergenic"
"Blood Pressure","FAT1P1",20,8.30812747714507,"intergenic"
"Blood Pressure","FAT1P1",20,11.3198550921103,"intergenic"
"Blood Pressure","FAT1P1",20,11.2472179377509,"intergenic"
"Blood Pressure","FAT1P1",20,8,"intergenic"
"Blood Pressure","FAT1P1",20,7.69897000433602,"intergenic"
"Blood Pressure","FAT1P1",20,16.242755848978,"intergenic"
"Blood Pressure","FAT1P1",20,15,"intergenic"
"Blood Pressure","FAT1P1",20,7.69897000433602,"intergenic"
"Blood Pressure","FAT1P1",20,7.22184874961636,"intergenic"
"Blood Pressure","FAT1P1",20,6,"intergenic"
"Blood Pressure","FAT1P1",20,16.7508016426089,"intergenic"
"Blood Pressure","FAT1P1",20,4.38656645885452,"intergenic"
"Blood Pressure","PA2G4P2",20,4.85750666606659,"intergenic"
"Blood Pressure","PA2G4P2",20,5.53484179043066,"intergenic"
"Blood Pressure","PA2G4P2",20,4.26554002881387,"intergenic"
"Blood Pressure","PA2G4P2",20,5.46525925510404,"intergenic"
"Blood Pressure","PA2G4P2",20,4.27847139690444,"intergenic"
"Blood Pressure","MACROD2",20,5.24609629990764,"intron"
"Blood Pressure","SLC24A3",20,5.76987902497878,"intron"
"Blood Pressure","SLC24A3",20,8.58048918471955,"intron"
"Blood Pressure","XRN2",20,4.90802309841878,"missense"
"Blood Pressure","XRN2",20,4.90470847028833,"missense"
"Blood Pressure","LOC101929625",20,4.02489001031384,"intron"
"Blood Pressure","CD93",20,5.02217405041904,"missense"
"Blood Pressure","CST9L",20,4.12476505354983,"intergenic"
"Blood Pressure","SYNDIG1",20,4.40719016745388,"intron"
"Blood Pressure","NCOR1P1",20,4.31479586552899,"intergenic"
"Blood Pressure","MIR663A",20,4.05878681241468,"intergenic"
"Blood Pressure","BPIFA3",20,6.10496652109061,"intron"
"Blood Pressure","EDEM2",20,5.78348579859829,"missense"
"Blood Pressure","SNHG11",20,4.73636393141189,"intron"
"Blood Pressure","SNORA60",20,4.73636393141189,"nearGene-5"
"Blood Pressure","PLCG1",20,7.39794000867204,"intron"
"Blood Pressure","PLCG1",20,6.15490195998574,"intron"
"Blood Pressure","RPL23AP81",20,7.69897000433602,"intergenic"
"Blood Pressure","RPL23AP81",20,6.22184874961636,"intergenic"
"Blood Pressure","GTSF1L",20,4.19784334265289,"intergenic"
"Blood Pressure","WFDC10B",20,5.59905767473204,"missense"
"Blood Pressure","PREX1",20,5.69897000433602,"intron"
"Blood Pressure","CEBPB",20,4.73352351115469,"missense"
"Blood Pressure","BCAS4",20,4.24598669722796,"intron"
"Blood Pressure","NFATC2",20,5.29429052383818,"missense"
"Blood Pressure","NFATC2",20,4.50877842376072,"intron"
"Blood Pressure","MIR3194",20,4.50877842376072,"nearGene-5"
"Blood Pressure","MIR4756",20,4.25766771764285,"intergenic"
"Blood Pressure","CYP24A1",20,4.2673650324608,"intergenic"
"Blood Pressure","PFDN4",20,7.05869468540967,"intergenic"
"Blood Pressure","PFDN4",20,5.70629003493566,"intergenic"
"Blood Pressure","PFDN4",20,5.9291454727456,"intergenic"
"Blood Pressure","PFDN4",20,8.4462409450473,"intergenic"
"Blood Pressure","DOK5",20,4.25010915872858,"intergenic"
"Blood Pressure","RPL12P4",20,4.05241925069568,"intergenic"
"Blood Pressure","CBLN4",20,4.96934256482039,"intergenic"
"Blood Pressure","CBLN4",20,4.17250488379593,"intergenic"
"Blood Pressure","PTMAP6",20,4.32440494361325,"intergenic"
"Blood Pressure","CTCFL",20,4.32408537171637,"missense"
"Blood Pressure","PPP4R1L",20,5.04575749056067,"intron"
"Blood Pressure","APCDD1L-AS1",20,4.04846820945765,"intron"
"Blood Pressure","ZNF831",20,21.2496459112373,"intron"
"Blood Pressure","ZNF831",20,23.0877779434676,"intron"
"Blood Pressure","ZNF831",20,23.3132743789255,"intron"
"Blood Pressure","ZNF831",20,21.5012760292521,"intron"
"Blood Pressure","ZNF831",20,5.69897000433602,"intron"
"Blood Pressure","ZNF831",20,22.2218487496164,"intron"
"Blood Pressure","ZNF831",20,22.397940008672,"intron"
"Blood Pressure","ZNF831",20,22.8758219445253,"intron"
"Blood Pressure","ZNF831",20,11.9506446146491,"intron"
"Blood Pressure","ZNF831",20,14.8729580816568,"intron"
"Blood Pressure","ZNF831",20,11.9414233652536,"intron"
"Blood Pressure","ZNF831",20,14.4868840713779,"intron"
"Blood Pressure","ZNF831",20,21.2508823376437,"intron"
"Blood Pressure","PHACTR3",20,5.42665062279029,"intron"
"Blood Pressure","PHACTR3",20,5.51243932990023,"intron"
"Blood Pressure","PHACTR3",20,4.3077754396625,"intron"
"Blood Pressure","PHACTR3",20,4.33858002226321,"intron"
"Blood Pressure","PHACTR3",20,4.3810972370019,"intron"
"Blood Pressure","PHACTR3",20,4.46468658403632,"intron"
"Blood Pressure","PHACTR3",20,4.04208359285746,"intron"
"Blood Pressure","PHACTR3",20,4.58006588420761,"intergenic"
"Blood Pressure","PHACTR3",20,4.57545260482288,"intergenic"
"Blood Pressure","PHACTR3",20,4.57008278399717,"intergenic"
"Blood Pressure","PHACTR3",20,4.53585905638139,"intergenic"
"Blood Pressure","SYCP2",20,4.40420833798593,"intron"
"Blood Pressure","SYCP2",20,4.32009421545689,"intron"
"Blood Pressure","SYCP2",20,4.29818183669301,"intron"
"Blood Pressure","SYCP2",20,4.23792534527281,"intron"
"Blood Pressure","SYCP2",20,4.11630814259,"intron"
"Blood Pressure","SYCP2",20,4.08749907456473,"cds-synon"
"Blood Pressure","SYCP2",20,4.04626772910437,"intron"
"Blood Pressure","SYCP2",20,4.0369596509901,"intron"
"Blood Pressure","SYCP2",20,4.03275392591701,"intron"
"Blood Pressure","SYCP2",20,4.01801221396763,"intron"
"Blood Pressure","SYCP2",20,4.00404087675166,"intron"
"Blood Pressure","SYCP2",20,4.04808335641057,"intron"
"Blood Pressure","PPP1R3D",20,4.4316292860981,"nearGene-5"
"Blood Pressure","FAM217B",20,4.4316292860981,"intron"
"Blood Pressure","PPP1R3D",20,4.20222317185571,"intergenic"
"Blood Pressure","CDH26",20,6.23995983744675,"intron"
"Blood Pressure","CDH26",20,6.6562190063057,"intron"
"Blood Pressure","MIR548AG2",20,4.52563802396737,"intergenic"
"Blood Pressure","MIR548AG2",20,4.55658053821718,"intergenic"
"Blood Pressure","MIR548AG2",20,4.55658053821718,"intergenic"
"Blood Pressure","CDH4",20,5.07578704197446,"cds-synon"
"Blood Pressure","LSM14B",20,4.15279272136949,"missense"
"Blood Pressure","LAMA5",20,7.92604001459983,"missense"
"Blood Pressure","LIPI",21,4.35047043405218,"intron"
"Blood Pressure","LIPI",21,4.19395576425191,"intron"
"Blood Pressure","ABCC13",21,4.02224118321485,"intergenic"
"Blood Pressure","SAMSN1",21,8.13617543779472,"intron"
"Blood Pressure","SAMSN1-AS1",21,4.0096860653193,"intergenic"
"Blood Pressure","NEK4P1",21,4.17424941865197,"intergenic"
"Blood Pressure","CXADR",21,4.050219791638,"intron"
"Blood Pressure","CHODL",21,4.68214551066853,"intron"
"Blood Pressure","MSANTD2P1",21,4.10634918301404,"intergenic"
"Blood Pressure","RNA5SP489",21,7.82285487070643,"intergenic"
"Blood Pressure","RNA5SP489",21,7.74880477443779,"intergenic"
"Blood Pressure","JAM2",21,4.75576625250225,"intron"
"Blood Pressure","GABPA",21,4.62611053667386,"missense"
"Blood Pressure","CYYR1",21,5.39276645837548,"intron"
"Blood Pressure","CYYR1-AS1",21,5.39276645837548,"intron"
"Blood Pressure","CYYR1",21,4.72785319402937,"intergenic"
"Blood Pressure","CYYR1",21,4.36843560925569,"intergenic"
"Blood Pressure","CYYR1",21,4.18584093742739,"intergenic"
"Blood Pressure","CYYR1",21,4.83028234433132,"intergenic"
"Blood Pressure","CYYR1",21,4.12116130815027,"intergenic"
"Blood Pressure","GPX1P2",21,4.07266417650177,"intergenic"
"Blood Pressure","TIAM1",21,4.29022139815177,"intron"
"Blood Pressure","HUNK",21,4.25018641470706,"intron"
"Blood Pressure","EZH2P1",21,5.30102999566398,"intergenic"
"Blood Pressure","RPS20P1",21,4.20003947259402,"intergenic"
"Blood Pressure","RPS20P1",21,4.76145211231867,"intergenic"
"Blood Pressure","RPS20P1",21,4.47951646725921,"intergenic"
"Blood Pressure","RPS20P1",21,4.02387938170018,"intergenic"
"Blood Pressure","RPS20P1",21,4.64531544604527,"intergenic"
"Blood Pressure","RPS20P1",21,4.31247103878537,"intergenic"
"Blood Pressure","RPS20P1",21,4.03630659476198,"intergenic"
"Blood Pressure","RPS20P1",21,4.07520400420209,"intergenic"
"Blood Pressure","RPS20P1",21,4.05744631966579,"intergenic"
"Blood Pressure","RPS20P1",21,4.84405698202816,"intergenic"
"Blood Pressure","RPS20P1",21,4.04100633496967,"intergenic"
"Blood Pressure","ERG",21,4.88140463477624,"intron"
"Blood Pressure","IGSF5",21,6.15490195998574,"intergenic"
"Blood Pressure","IGSF5",21,6.09691001300806,"intergenic"
"Blood Pressure","DSCAM",21,4.10457745396059,"cds-synon"
"Blood Pressure","DSCAM",21,4.05085404758006,"intron"
"Blood Pressure","DSCAM",21,5.31545929868313,"missense"
"Blood Pressure","MX1",21,5.39794000867204,"intergenic"
"Blood Pressure","ZNF295-AS1",21,4.02223068190843,"intergenic"
"Blood Pressure","UBASH3A",21,5.60577620843825,"missense"
"Blood Pressure","UBASH3A",21,5.03239766549455,"missense"
"Blood Pressure","PDXK",21,6,"UTR-3"
"Blood Pressure","PDXK",21,6.15490195998574,"UTR-3"
"Blood Pressure","PCNT",21,4.0178192544036,"intron"
"Blood Pressure","LINC00895",22,4.00208963265326,"intergenic"
"Blood Pressure","LINC00895",22,4.36572430537406,"intergenic"
"Blood Pressure","COMT",22,5.84674608813903,"missense"
"Blood Pressure","COMT",22,6.18518011892526,"missense"
"Blood Pressure","MIR4761",22,5.84674608813903,"nearGene-5"
"Blood Pressure","MIR4761",22,6.18518011892526,"nearGene-5"
"Blood Pressure","LZTR1",22,4.536704390038,"intron"
"Blood Pressure","LZTR1",22,4.16634300310713,"UTR-3"
"Blood Pressure","IGLL1",22,4.41640174550023,"intergenic"
"Blood Pressure","KIAA1671",22,8.14848389143597,"missense"
"Blood Pressure","MYO18B",22,4.06777998612288,"intron"
"Blood Pressure","RPL15P22",22,4.68971120521379,"intergenic"
"Blood Pressure","RPL15P22",22,4.38009844402652,"intergenic"
"Blood Pressure","RPL15P22",22,8,"intergenic"
"Blood Pressure","RPL15P22",22,7.69897000433602,"intergenic"
